,customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score
19310,333a913545093913245d9bef9d363d4d,78,1,15.0,5,5,5,555
19313,333bd9e7da0cdb867ce8c636a5ab1e0e,49,1,27.9,5,5,5,555
19333,334cf9305f5115f1c21a78347ddb8008,63,1,22.2,5,5,5,555
19411,338145efe333458c4d699306d6860ace,61,1,18.9,5,5,5,555
19431,338d9e624e86a2efd3bab2a95840a9b4,61,1,11.87,5,5,5,555
19493,33b28a041517bfa554ac9cf2556210d5,61,1,34.9,5,5,5,555
19522,33c3a199bd245cf5ff352a8f4f84da57,111,1,15.9,5,5,5,555
19559,33e0028c345f1fe28d2d12fffcf8539b,54,1,29.89,5,5,5,555
19561,33e121698cc308d56daa525cf4d590fe,60,1,24.99,5,5,5,555
19574,33e9f4b9cf16be89234b0eac5a37173c,92,1,27.9,5,5,5,555
19577,33ecb8be5f6e1620440c60711fc34c02,95,1,21.5,5,5,5,555
19579,33eff75e6f663a1d7c7802140f59f785,127,1,20.0,5,5,5,555
19597,33fc7d02f8927c6df7fc760b3393ac62,47,1,24.99,5,5,5,555
19600,3400a0ad8864ba57b7857d725e77fc2b,81,1,33.9,5,5,5,555
19624,3411e434834321dbc03ce82d340a0d78,56,1,32.0,5,5,5,555
19711,344a27b3c9562cf236082962d1767630,104,1,9.0,5,5,5,555
19749,345f372c11ec16bd9ebc7e95e935cb5c,102,1,15.0,5,5,5,555
19770,346ab1fdab6b10d0142d0ba28e58b7a1,60,1,36.75,5,5,5,555
19773,346b5432650859114e6043a06348af7a,120,1,34.99,5,5,5,555
19800,347e101206864757b72e2b1b64a3cf5a,98,1,22.32,5,5,5,555
19809,34841093a29dfdd41748b1df314e6580,102,1,16.0,5,5,5,555
19834,3496529d577177be0fa71ee60b497e0f,92,1,35.0,5,5,5,555
19880,34b3b3f183f9d4bc8f747fd07e34245b,49,1,21.9,5,5,5,555
19898,34c21afe73cc4daec8c74993e55d97b6,61,1,16.0,5,5,5,555
19952,34ec582035f4cb42bea43bfa1335c204,53,1,33.0,5,5,5,555
20010,351635175fa82fa267190c70c28d7996,96,1,23.99,5,5,5,555
20040,35247293b6797becb9d7750b318b85f5,98,1,19.2,5,5,5,555
20076,35397e5e5c05c75d3793c10a0d29361d,120,1,24.0,5,5,5,555
20092,3540507264d3464eff1ed1be3e92c502,84,1,27.49,5,5,5,555
20122,355767124591b6224d962485bd1fa883,53,1,19.9,5,5,5,555
20147,35658cd4402d33f3e7622486e64714a6,56,1,27.99,5,5,5,555
20157,356db73529dc6e2c37f3712f9a2c67da,78,1,12.99,5,5,5,555
20178,357e87b35149a16a798b9fc374d3a22b,78,1,21.99,5,5,5,555
20199,358ca9696b80fc7ad50eb9ad164c606f,99,1,34.9,5,5,5,555
20227,359e378dbc46732027e95ff1a5d88bd7,57,1,29.9,5,5,5,555
20254,35acd266353bf5c3f4cfbbf2af784790,67,1,38.99,5,5,5,555
20280,35bc87103d16a383cf9a98b672d3bb3e,85,1,22.13,5,5,5,555
20287,35c305ab657a51a698c1abd317c59db2,95,1,16.99,5,5,5,555
20310,35cd76ea1bbf59e4fa073e8288b80dc0,64,1,36.9,5,5,5,555
20342,35e298c87eda487ae60b5d6e1b34e4ee,82,1,29.99,5,5,5,555
20346,35e3c475bf7bcacdb7ba3a698f7a56c8,109,1,12.3,5,5,5,555
20357,35e87ef5e133284e1e2ccbc8f8816d57,50,1,12.99,5,5,5,555
20380,35f68adc8ec170ab999117525306afc9,129,1,28.9,5,5,5,555
20396,3600815cf5b1dd91f6ad4c6cb968908a,61,1,12.0,5,5,5,555
20402,360469aa13eab175485990e06ee97896,130,1,38.9,5,5,5,555
20468,362e8547ed41f5bc4e7eccffb84c698d,117,1,35.0,5,5,5,555
20521,3654b6ccbba27cc2fc3fc52ac93ba937,48,1,18.99,5,5,5,555
20538,365f59acfd69dc1ca68ba1da9098670b,130,1,24.99,5,5,5,555
20550,366aad4c0b88295f86ab74493e9dbfd6,68,1,27.9,5,5,5,555
20596,3687139e02b5d30a66b9bcdf2cba3bcd,81,1,17.0,5,5,5,555
20609,368ef47600586c4e34622f08d6ef08a7,84,1,38.9,5,5,5,555
20611,36903ac1fad652172df8501ed7b06146,71,1,39.0,5,5,5,555
20628,369681dede08381d68cdbc2e76f226d6,83,1,18.9,5,5,5,555
20633,36996dd434790007af16ee5f9f64f4ea,74,1,19.99,5,5,5,555
20662,36a55a60f18b9cf47ec2b374f2c097ea,123,1,15.0,5,5,5,555
20674,36ab05a0017f0f71c0a7277862e9871a,47,1,25.0,5,5,5,555
20685,36b3d8619300c9c57d92f7a175452db9,48,2,29.8,5,5,5,555
20697,36ba36f9ad40d562a0e6a61c9ea02974,129,1,32.99,5,5,5,555
20723,36cc844b2f496f003881ddf803ec6aa7,124,1,34.99,5,5,5,555
20728,36cee34dc9a7b76544d0f8c2ce2b54f1,64,1,28.99,5,5,5,555
20761,36e4785e6af078e76b3bb38251b2b820,130,1,12.88,5,5,5,555
20815,370a626b0e9d9f6657e160a36eea1048,98,1,14.75,5,5,5,555
20910,37522a871660ce8e75a583e9b4203793,127,1,17.9,5,5,5,555
20922,375b5ab5edbb2f6dd15ebf6a19a32f55,84,1,24.9,5,5,5,555
20950,3771be0d7801bd5fe36223f4c83675b7,83,1,32.0,5,5,5,555
20967,377b2cc53afa03ea26f0a70208ec4bf7,110,1,34.9,5,5,5,555
21062,37b8bf00dc7973d1bdc58fdbfeaee55e,82,1,28.28,5,5,5,555
21067,37bcb1035c6a4b6d713e03801dc3bbe1,123,1,34.99,5,5,5,555
21155,37ff7057c2badd64a377d87516b5158e,103,1,19.9,5,5,5,555
21169,3805b1ce76c57fdfe5753f197c762200,88,1,17.9,5,5,5,555
21179,380d316d4bde46cebc363189d032d1da,91,1,21.6,5,5,5,555
21231,3830cb83469e25f0bce76b907d9b61c2,124,2,17.78,5,5,5,555
21239,3834718ee00bf352e16022c27d923ef4,103,1,16.75,5,5,5,555
21289,386422af32d8e4d7a812f33933603e50,56,1,39.0,5,5,5,555
21304,386f601f94c87464e1720292a738b9ff,129,1,38.9,5,5,5,555
21309,387456acd703ad6ba4deefd1eb8a65ac,62,1,14.9,5,5,5,555
21311,3875a06057658fadbb8715a4f25eeaba,59,1,35.9,5,5,5,555
21356,389bcb3fa1beaa437287cb5784316286,95,1,17.9,5,5,5,555
21359,389e541058bcca8035f5fd63f5a9fb3c,53,1,23.9,5,5,5,555
21360,389e7165873cd6f31d17f6d5f94fcba0,50,1,34.9,5,5,5,555
21395,38bb17584178abe8b36778530f75d810,52,1,5.99,5,5,5,555
21416,38cccad8b19d3acaaaf39873188aa8a9,69,1,15.55,5,5,5,555
21432,38da30c823492d655d0779e26e6d477e,76,1,28.9,5,5,5,555
21481,38fe17916fc80f1ef8722075cafc9070,70,1,29.9,5,5,5,555
21484,3900b7a92c1e4b0c5e251478cd747e16,63,1,29.9,5,5,5,555
21502,390da73b40bba470d3cf2eaa1870a962,119,1,19.65,5,5,5,555
21532,3922f167f794a4db302660d54e0f80df,103,1,32.0,5,5,5,555
21546,392a865dcdc7870d3796cb245d0d4718,130,1,21.99,5,5,5,555
21561,393337d78fbbb29b0418db20ac54bae8,113,1,37.9,5,5,5,555
21570,39367b00f36991646d44d945443a980f,50,1,29.9,5,5,5,555
21576,3939af43f9b4a4f2342dee7dadf4c1a6,71,2,25.0,5,5,5,555
21633,395bcba8cc4642f15f4508da8c8ea0dd,112,1,29.99,5,5,5,555
21641,396155add48b67c364d17f5c16625e13,126,1,23.99,5,5,5,555
21643,39627b5018f045c6237bd64635234d65,76,1,19.9,5,5,5,555
21678,3978b77bddb2776390f38dfa186891d3,66,2,31.0,5,5,5,555
21709,398d2b6902f0fee49283542ace401aa0,119,1,36.9,5,5,5,555
21767,39b0a374b8bbb7f162a55a042a3c2f50,56,1,22.32,5,5,5,555
21843,39dea79a06151bc11ae1cbad542257fa,49,1,17.0,5,5,5,555
21844,39df07b7dfdde505726e222f8c91d867,57,1,29.9,5,5,5,555
21854,39e6eb3d7b6113d9a44bed5583ec3860,103,1,31.9,5,5,5,555
21886,39f7d57021887ffed8775b92df685caf,82,1,19.9,5,5,5,555
21918,3a0d9464f949d26dc04a2d4a13e1aac2,74,1,25.0,5,5,5,555
21930,3a12a70a52ee98474564a58fae43b4d1,62,1,17.99,5,5,5,555
21995,3a39c20699ee45f49359d2594141768f,106,1,13.3,5,5,5,555
22044,3a5868db6eb6f9c8aab4656ba244857d,61,1,35.0,5,5,5,555
22069,3a6586139c630a9648d74d1da4a11cd8,102,1,35.9,5,5,5,555
22116,3a8737f68201688c1513bf3fbdbcf631,61,1,13.47,5,5,5,555
22139,3a96a22fcc1361cf2ab91882d13683c4,57,1,14.49,5,5,5,555
22160,3aa4ba9d60460d2f4ac8391346e8aab6,61,1,19.99,5,5,5,555
22161,3aa691a5a3e2e8ae0ff8ba9fc7e30cce,47,1,9.99,5,5,5,555
22169,3aae38c3c1a19888da691519a2a42b18,56,2,39.8,5,5,5,555
22177,3ab34b58a6acdf365419d7e0938425ed,67,1,36.9,5,5,5,555
22208,3acc50526e382c8a6a3d181c89a8c956,113,1,24.9,5,5,5,555
22229,3ad4eace63928183330a42148cb22cea,78,2,35.98,5,5,5,555
22243,3adc77adab095b6ea28a7d367757712f,104,1,25.5,5,5,5,555
22292,3afdfbe97490e2de65689bd2ea60238d,62,1,33.4,5,5,5,555
22328,3b11d54278a86bfa191ef947e654c9cb,67,1,37.9,5,5,5,555
22331,3b163becc751c8b1988feab2f1a9c992,85,1,15.97,5,5,5,555
22345,3b222455f9e5779b3ee7a014bef200a3,81,1,25.49,5,5,5,555
22387,3b3fa10e445e9f9d3d14003c5285290e,68,1,19.49,5,5,5,555
22452,3b6dc76e9598654bd9fc7a898ed4813c,69,1,28.56,5,5,5,555
22456,3b6f584d425941c2dd51374691d45dff,127,2,17.8,5,5,5,555
22461,3b70834384c703544dc22e4b4187e486,81,1,6.19,5,5,5,555
22462,3b723b649feb48f3cfbb9c728efb3d7d,97,1,37.9,5,5,5,555
22546,3babbe0f93e94df8a3fc0f70ea9a9053,67,1,12.51,5,5,5,555
22550,3bae25a6da778a2df746084b24cd01c8,76,1,19.49,5,5,5,555
22557,3bb38d7e15146509176acff3db811f13,75,1,27.9,5,5,5,555
22660,3c01e794e3628a94c415f171f9f6086a,55,1,16.9,5,5,5,555
22681,3c0edeffc50a9e94bca0592bd7af3bc1,104,1,12.88,5,5,5,555
22683,3c0fa547c538d255f09573b4a5739792,84,1,31.5,5,5,5,555
22695,3c1627aa698f08368f8182e8f9ec4839,67,1,14.49,5,5,5,555
22719,3c259bab3180c1adb45784a07b42c1ee,88,1,29.0,5,5,5,555
22729,3c2c0a8240bf76896722b75881b676d1,130,1,19.9,5,5,5,555
22732,3c2e8b5219761a5b7d7923bf2e5d3a71,119,1,14.49,5,5,5,555
22754,3c3a00f69855a5f23fd23dd32cff5a04,84,1,29.9,5,5,5,555
22761,3c3d147bd78ea075fc4c0bea0609c8b5,54,1,30.0,5,5,5,555
22774,3c4686a68ad60da3cfffd677cb17c1f7,83,1,33.33,5,5,5,555
22791,3c59cb3e5e8348b4f5303307f6c6048a,62,1,18.9,5,5,5,555
22809,3c64e8e39ccf2466e0296863a8a39764,97,1,22.49,5,5,5,555
22830,3c6f2c53258e60f1475d52d320a3891c,69,1,35.0,5,5,5,555
22843,3c76e57147c243724b1ece52f3977775,109,1,9.9,5,5,5,555
22891,3c988f3b57d8d2a231c6b1df1bd15cab,64,1,15.9,5,5,5,555
22902,3c9e44b8d3fb692a1d44e273f3e7fec3,58,1,33.9,5,5,5,555
22913,3ca581e4a4ee0b48467bb142750e2bfb,81,1,29.99,5,5,5,555
22918,3ca7e43debc8bd63b6b3dfae174f2147,63,2,28.0,5,5,5,555
22919,3ca8385f8695fd2221526ac8e5296900,117,1,29.0,5,5,5,555
22976,3cdaeb38eeda0b1d00cc914d16c3cd7b,80,1,13.65,5,5,5,555
23062,3d197de98c810d01083ae0df2a8c0b04,118,1,31.4,5,5,5,555
23109,3d3c463710ea6e8dd9a63c1110eeb06b,63,1,14.9,5,5,5,555
23123,3d46462ecc04c0fdc644e5f4695f7e51,70,1,17.99,5,5,5,555
23148,3d55ce02def747007e481ed93b98388c,118,1,18.89,5,5,5,555
23150,3d563f75e0e9a0ce00da6f3971e87176,63,1,24.99,5,5,5,555
23198,3d78789a9236efa5e2c7a1c03d426b0f,61,1,34.0,5,5,5,555
23209,3d7f68f4b6d4afd0a243b5f6bc894b7c,106,1,9.99,5,5,5,555
23210,3d7fab786b66851c00acb6de08a5d7f4,69,1,39.6,5,5,5,555
23225,3d8a7d2f7d603be047ead30ebdb9665b,53,1,21.9,5,5,5,555
23256,3da0781ead2a29f53fe0550305de4331,84,1,22.59,5,5,5,555
23303,3dc088a229ec165ccd91eab616197b90,65,1,19.9,5,5,5,555
23388,3dfbf844abeffee1631f66fced77dbef,71,1,33.49,5,5,5,555
23398,3dfe1e8914daca38e62f48e2bd9fee62,81,1,29.9,5,5,5,555
23451,3e256600a04440a0b46eef09e5f994ed,105,2,25.8,5,5,5,555
23487,3e3abacd0cc5ddab9352b2b9cc3bfab6,82,1,29.99,5,5,5,555
23511,3e4b810c1dad987baf9ef956ba59eb43,57,1,12.5,5,5,5,555
23582,3e833164532942a1114ef358e1b8884f,47,1,19.9,5,5,5,555
23598,3e8ebf448d13904855775c75023cccc8,64,1,28.99,5,5,5,555
23688,3ed0c123ddb36edc23e61294855ca7a3,49,1,35.9,5,5,5,555
23769,3f0ea2f859e89614d988f285da85e2c3,48,1,28.82,5,5,5,555
23782,3f1823485bd1307644714c0406031ebb,118,1,23.89,5,5,5,555
23916,3f794e657c0afd3ffae672bc8ecb5ed5,76,1,19.99,5,5,5,555
23996,3facb23e1ea128b605bc112b42adc208,82,1,18.9,5,5,5,555
24028,3fc34478cb8f0427d63b362dfad74f51,78,1,18.9,5,5,5,555
24052,3fd171b35b40e2251a46796b89d4466e,69,1,21.9,5,5,5,555
24064,3fd923429a0a3f921b44ae5e4dc2c96f,127,1,25.49,5,5,5,555
24156,4019351b4dc7609ceabb1b5881946195,84,1,15.0,5,5,5,555
24190,40332f0f0eae03d84f6070310bdc06b5,70,1,26.0,5,5,5,555
24233,404beeaac7834e583f80a31179f6d3f1,99,1,27.9,5,5,5,555
24257,406077e82ba68e2146f90962425d7cd6,127,1,29.9,5,5,5,555
24281,406dd0da809653b16826de554ed06d3a,76,1,24.99,5,5,5,555
24288,4074bd6acc805899fffe98d0a3f2a27d,53,2,37.8,5,5,5,555
24291,40774a54de330e5e8dbc37c03f64b625,130,1,24.9,5,5,5,555
24316,408d74d06be5d5140bb933f248de1342,75,1,19.99,5,5,5,555
24324,4092d16344338702210bcb2373506159,77,1,17.9,5,5,5,555
24338,409a7199f800822fe76d8c313ada25cd,62,1,18.95,5,5,5,555
24378,40c28d38ffbf6198d54388c7e1930d95,127,1,14.49,5,5,5,555
24390,40ca21e6d30779f6bbe94376d5126f4f,116,1,13.2,5,5,5,555
24413,40d7aa838f40cb4af3266f21abd232b0,124,1,19.9,5,5,5,555
24414,40d7f7d53e5b1e2ecbfdcaac7961530e,88,1,23.9,5,5,5,555
24461,40efffc7786c7185ed26f5e9b2c3e646,56,1,30.0,5,5,5,555
24465,40f2edefab04c428afda7406f7c5bd35,81,1,17.5,5,5,5,555
24518,410c833d05f34a5cc222c9b62fdc13dc,68,1,39.0,5,5,5,555
24521,410ed911a275f00b913bb31188096797,114,1,19.99,5,5,5,555
24551,41288d4a1cb5b4716c3661bb33a11a01,98,2,29.98,5,5,5,555
24554,412aabf43b3d45f1f6052e834c04df34,63,1,31.25,5,5,5,555
24579,413b5fb06cdebb89cdce52b030d3861b,101,1,23.9,5,5,5,555
24607,415058f56060d61d50185cccbf45bc4a,124,1,25.0,5,5,5,555
24619,4156c48bdc8d1ecbfbcfabfefee2d0c7,112,1,12.9,5,5,5,555
24625,415b99f305c529eff05251b2b4fb0baf,85,1,24.9,5,5,5,555
24626,415bbb474198e1203266c0117f438d9a,126,1,16.0,5,5,5,555
24649,416d7934b96e1c5d46b332d32ee0e356,78,1,34.9,5,5,5,555
24652,41712835c53897cb2647acd1022588dd,66,1,39.0,5,5,5,555
24669,417caa83b98e9b42752f0e84711fa107,63,1,27.99,5,5,5,555
24677,4183a12bf979a9f05ebaf0c45eef6120,116,1,22.5,5,5,5,555
24695,418e8d9a30cdd26678265116e8f06ca6,98,1,24.99,5,5,5,555
24742,41ae5fc029b18e1f72993c61d4e35bed,82,1,27.45,5,5,5,555
24751,41b8ed78b252f230f2ba8ff26d8881b8,54,1,37.5,5,5,5,555
24757,41c148813f6ddd461988059f73e8a24e,98,1,32.9,5,5,5,555
24767,41c7af148a3efb419a9b6da38a9790f4,112,1,26.2,5,5,5,555
24833,41fa220eede53dadcc159a91d067533b,63,1,34.9,5,5,5,555
24835,41fbcc1bcfd329a4b7db089c78cc65c2,110,1,35.9,5,5,5,555
24886,42247da546edf5752cf0a3259d18df38,116,1,25.0,5,5,5,555
24929,423a14e6fa2adec3fefe8c46c9026edf,64,1,23.99,5,5,5,555
24952,4248196dd47d5ac977480cd59511e0af,81,1,32.0,5,5,5,555
24976,4257391a8554b013c719946b2ed594a0,60,1,37.0,5,5,5,555
24977,425793dac84f3a20dede5cd61cb46d4f,67,1,35.0,5,5,5,555
24985,425ddb100014d475ae084ca4ff77bf34,122,1,14.99,5,5,5,555
25041,4287c1f1d8f1e9d829096f515a9c15fd,68,1,27.9,5,5,5,555
25075,429d92a26a52a4f3b98d0f1eea07b5c6,68,1,25.89,5,5,5,555
25091,42a745668db9403a33580aa5c72271e3,55,1,11.89,5,5,5,555
25113,42ba079fc0a7b2de60c95138b0162fa3,55,1,14.9,5,5,5,555
25161,42d4b94da5a468da7f1e703abfbbc7d8,109,1,38.9,5,5,5,555
25177,42de47849d20da22e217b9a5e1de1584,67,1,24.9,5,5,5,555
25181,42e223573f50234c46fd8175e2e953dd,60,1,26.88,5,5,5,555
25246,430bbd24755cc4be5a426827ce2f7e4b,106,1,28.9,5,5,5,555
25264,4315737fd2aa35c3b79d16f24a01fec8,103,1,21.0,5,5,5,555
25362,4365561a2a4c1d768592aa0536e503c6,124,1,29.0,5,5,5,555
25386,4372365b433a5c25b9af94ff681b756c,120,1,27.9,5,5,5,555
25410,437dcc2bd3f47c77e640b63a067d408a,85,1,36.9,5,5,5,555
25427,4388a78467a347df7bae385d0cdd93bd,120,1,10.9,5,5,5,555
25472,43a9b97803084721b53b240506f2e52d,47,1,18.99,5,5,5,555
25487,43b59a9e40fc2ab6ebee541c5dd6e608,84,1,14.99,5,5,5,555
25544,43e0ca1387b46dabfbee7145f1cb68ac,83,1,7.99,5,5,5,555
25564,43ef6d921801cd218aa1933147cc312b,81,1,19.9,5,5,5,555
25571,43f6b439df8e443370c109de1a302cd0,55,1,29.84,5,5,5,555
25582,4401cb686f98e0903686c15230e9e14f,113,1,24.99,5,5,5,555
25602,440e4758b251e98b20be22c8ad51ef8d,69,1,29.9,5,5,5,555
25605,44116229bacbe481f496fbf77059a987,81,1,29.99,5,5,5,555
25608,4414a05a42bf54509daafcc5e6ecafed,68,1,29.99,5,5,5,555
25642,442fd67617440e5d001f5e5206f9d40a,81,1,20.0,5,5,5,555
25650,44344e9f944a5692177be10177f62fba,67,1,22.5,5,5,5,555
25683,444766ef7ae8469bdb459a158a1941c0,47,1,31.9,5,5,5,555
25703,4450514e4f80d0bcf73470ebc5fd5683,125,1,12.0,5,5,5,555
25705,4450c6a83f4bcae20ad2c76ee33e8f6e,64,1,9.8,5,5,5,555
25729,44621e922dd01021f7d538df78e2f481,81,1,27.89,5,5,5,555
25736,4466cbc4f45d42034ecf15c003bb013c,104,1,35.99,5,5,5,555
25759,4478700ff008d3fffa02e95d89b9795f,109,1,24.9,5,5,5,555
25765,447d75dd121db27fade133f7cec0e721,84,1,31.9,5,5,5,555
25801,4492aedc05bb37e4e724c2aeaf21e079,69,1,26.5,5,5,5,555
25809,449661f48027faecbed83ae63b438743,57,1,38.9,5,5,5,555
25853,44b2e81b25f63e1aae942096795f2862,106,1,23.9,5,5,5,555
25871,44bba1946549ecb0db3c04da76335842,119,1,29.98,5,5,5,555
25883,44c4ac277a12247d482f44db1d09c764,61,1,26.9,5,5,5,555
25886,44c6f24c7068fa89b2507c66b98e59f8,64,2,19.8,5,5,5,555
25990,450440af27c0b24d19ddbebfc165c442,95,1,28.9,5,5,5,555
25993,45057034171e0faa788fa42f644dd62c,112,1,16.0,5,5,5,555
26025,451a982c3efe1146678794420b529d0d,85,1,38.89,5,5,5,555
26035,451db2ee1154a7a3b8982590fda51db5,126,1,30.9,5,5,5,555
26041,451ffb87d37499b3c61f7aab6af6f436,75,2,30.0,5,5,5,555
26044,4521ed229279c95de16ce2fb56dea907,88,1,32.9,5,5,5,555
26046,45239e2efb1a649a70e3a709cab96bc3,118,1,23.9,5,5,5,555
26061,452fac6def3d5dfbea65399a1d233d0e,81,1,15.9,5,5,5,555
26098,454597de2c9100d65a4ce3a74ad8acfe,54,1,39.0,5,5,5,555
26102,454b4ee87a1b006a8c8b46203d670790,71,1,31.0,5,5,5,555
26108,455035066e8cf2ed71bf3f6b758593c3,82,1,22.0,5,5,5,555
26116,4554f6ad966ed603236a802f8edf11fa,125,1,26.18,5,5,5,555
26164,4576c33f528da318e87dc01cf7504004,97,1,23.95,5,5,5,555
26186,4582ea811933e676acb76d67d4805f76,60,1,14.99,5,5,5,555
26206,4592ee35fe658d1f90e10496599d9700,67,1,36.29,5,5,5,555
26221,459d2dd32c51b04f7abbeeaea3e7817b,74,1,38.0,5,5,5,555
26261,45b660ceff4b3fb644ed71cec139a81b,49,1,28.8,5,5,5,555
26279,45c0488bbf01d069aa286319b66e22e7,59,1,34.99,5,5,5,555
26280,45c093afaa7891c477ac46210a9f4fc7,57,1,22.32,5,5,5,555
26325,45d82d131708c3f12e09ea2db1aadba5,56,1,38.9,5,5,5,555
26358,45f05b31f9e015303ba6ddb478cacad9,105,1,37.49,5,5,5,555
26371,45fc0134bf9167eebcab224b104a6301,48,1,27.0,5,5,5,555
26428,4622254cdb12f6f815e6a8461ae9ddea,47,1,28.8,5,5,5,555
26432,4625da7f4d9dd82612242ee97ff1d4bf,130,1,12.9,5,5,5,555
26433,4626deb1d6528b9fe2ff75fd889f27c2,126,1,23.9,5,5,5,555
26479,46490458d353247266448e9bdc7bd115,62,1,29.9,5,5,5,555
26484,464e820e4436c6fd75c0cd77d08c0b54,120,1,29.99,5,5,5,555
26549,4685b8cfb7cdc5093ae2d972b5d0ba05,67,1,29.99,5,5,5,555
26575,46989418686cf0356589d6b37cd32b3a,52,1,15.0,5,5,5,555
26609,46ae9e1a0e2b936715ed2634a524f8ab,76,1,21.52,5,5,5,555
26634,46bd0418f6022bea82e4d1b6c182223b,104,1,39.0,5,5,5,555
26655,46c711a52bd83fdad273158043470bed,64,1,14.9,5,5,5,555
26672,46d7b804edb0be231995da55b71e311a,56,1,38.9,5,5,5,555
26680,46de9ae3d09a0c15d1915fb34d78bef5,49,1,19.9,5,5,5,555
26686,46e2d6b50f8e37ab99e7f2aabcab7b3a,74,1,34.89,5,5,5,555
26716,46f57e51eb456cbaaaf90c702d03ea3b,84,1,12.99,5,5,5,555
26744,47072cf880ed71431fb220f937f63d5b,111,1,19.9,5,5,5,555
26761,4715f5eabb431d9e101203cd67633490,67,1,29.0,5,5,5,555
26762,47166d26162214b0b8d361f2583cac81,84,1,9.5,5,5,5,555
26784,47236502c05ba94b54a18feb382a6a59,104,1,18.99,5,5,5,555
26797,472ad69ebb2c32d6b26fc7eccc809e5a,127,1,29.49,5,5,5,555
26799,472b42bf049d640a9187977e0836c697,56,1,12.88,5,5,5,555
26812,4733753e3bd9b0dfec451269ed46544c,80,1,31.5,5,5,5,555
26820,4737d20c64ded974df739986ba44244c,116,1,30.9,5,5,5,555
26880,4765067ce1c6bbfe4e97362bc9c7af53,55,1,29.9,5,5,5,555
26912,477d25a94a52bc31e37ca4c2bd589cb0,127,1,29.9,5,5,5,555
26926,4785f22240da3deb7f7f1fa70664fd83,50,1,22.32,5,5,5,555
26932,478b8bacc677a1e79e950e293f026d54,116,1,18.9,5,5,5,555
26935,478cd213f97a49b3e7d441c3b37014ed,77,1,12.5,5,5,5,555
26977,47a7e021c968ec3abacc05c3dc44cfdd,84,1,31.5,5,5,5,555
26994,47b21efdba7a0c0a025edb6a9cf7fcd1,117,1,19.0,5,5,5,555
27012,47bf97506ad07fa9e32c567e32fe2c07,64,1,31.9,5,5,5,555
27014,47c04e171bb34f9c39b130197c06a2d2,120,1,34.9,5,5,5,555
27019,47c2b21c22de46f42a427db0ea223499,117,1,35.99,5,5,5,555
27032,47cb699aff55772778a179d9a6b32bcb,110,1,17.37,5,5,5,555
27039,47d0c23e290eef04ba210fc4ef687691,53,1,38.4,5,5,5,555
27048,47d656c08a282ec5ab4c1f18303a3a30,125,1,27.9,5,5,5,555
27097,47fc0b3e8d22c830d7c4f425fa819eb2,120,1,23.9,5,5,5,555
27168,481fddd031b883ec2b410fc6b4da759f,55,1,21.5,5,5,5,555
27258,4862627bc39ae472300a5da8a548af82,84,1,19.99,5,5,5,555
27283,4875ee0c667adc19c074d48b862bae0d,49,2,29.8,5,5,5,555
27290,4879641d062865cc7157ea201af2972a,130,1,19.99,5,5,5,555
27318,489311cd5988bbe9fcc2c0bf4276964c,118,1,22.7,5,5,5,555
27353,48abb16a8c2a06fa66d61ffab3379611,63,1,29.9,5,5,5,555
27366,48b7b0d91f71342eb16eb2598fbec30d,99,1,15.49,5,5,5,555
27402,48cbc3228c6228bfb40f643681df20c6,116,1,29.9,5,5,5,555
27411,48d13513873378a375f90baf4bb5834f,55,1,13.95,5,5,5,555
27419,48d8f65327f83e2029276d477f4cfc18,97,1,15.0,5,5,5,555
27422,48dac436905723c1a5cdaf40bb3c01f6,71,1,16.5,5,5,5,555
27504,4911d24fe89fc2e4d9dc47a39ecc3a6e,49,1,11.87,5,5,5,555
27546,4930f6567dce2dc4c31030e3683c9827,64,1,26.0,5,5,5,555
27589,494b947692488027345ce3669e0b8432,110,1,30.99,5,5,5,555
27607,4956e3154346abda5d7f2b155d2923b5,83,1,19.9,5,5,5,555
27623,496336231bd05e1117aacb8263e47608,84,1,19.9,5,5,5,555
27627,496630b6740bcca28fce9ba50d8a26ef,47,1,24.9,5,5,5,555
27668,497dd0ccf25ca6a7079db90a7de1f70e,130,4,32.0,5,5,5,555
27742,49adca84db251f78fa14d0aafa04be1c,123,1,24.9,5,5,5,555
27755,49b51777c902c07945d0bbf6f1ccd2cc,66,1,23.9,5,5,5,555
27788,49c8292f2dee77af4b38126194d34622,49,1,32.99,5,5,5,555
27848,49fbad4fd44bf061db521927312ac8f5,48,1,34.0,5,5,5,555
27849,49fbaec7f8c365d12595c7b6cb6db285,117,1,29.99,5,5,5,555
27876,4a0937eb670ba58a486842387438e5ae,61,1,19.99,5,5,5,555
27950,4a448fac9d75ee6ea42d3f9d8f27b41e,48,1,14.49,5,5,5,555
27999,4a603a65372ff73774febce5c4aba289,95,1,29.89,5,5,5,555
28113,4ab85f6dfa508191b18fa85af3152a78,109,1,19.9,5,5,5,555
28115,4ab9f81601aed5ce7c8003eb315f6b9b,62,1,19.99,5,5,5,555
28138,4acb0997ad21d8f66d203e0d3c566993,76,1,25.56,5,5,5,555
28148,4ad0815e1e40e32ab8a2d160ebfde705,118,1,24.99,5,5,5,555
28152,4ad47cf6d7f04b49d4816debe22e9275,74,1,25.99,5,5,5,555
28174,4ae146b62393e6b565cbc8d6cc149233,118,1,29.99,5,5,5,555
28185,4ae50867d4c7ddd651a4a8750abf50a4,123,1,29.99,5,5,5,555
