,customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score
10838,1cac59dc9ef3b43723372aca8b02f56d,77,1,129.0,5,2,2,522
10839,1cacaad02da03c1de0ac785137da2f6b,63,1,54.0,5,4,4,544
10842,1caf1a66f78b479e81a45eae0dc3743e,105,1,661.0,5,1,1,511
10850,1cb8d99f2db06ce29268139361108976,95,1,78.0,5,3,3,533
10852,1cbb5a95ca930a326a89fe1160953851,71,1,49.9,5,4,4,544
10856,1cbec9e3f90761ff856fe2487f253cc4,120,1,35.9,5,5,5,555
10865,1cc9cdbf6072b4b59de7b37081dfcdf2,56,1,159.0,5,2,2,522
10867,1cca320c8938b55f28f325396ca0457e,85,1,189.88,5,1,1,511
10880,1cd146c5b0b02ca65ae036c0dfcc2f3f,84,1,150.0,5,2,2,522
10891,1cd692deef2d7185f844c03f3f29599f,130,1,123.99,5,2,2,522
10894,1cd94d9438e7e24ac46fe5c1b90b38d7,116,1,535.0,5,1,1,511
10895,1cd96d1a642496e8967965c311f98b1a,127,4,239.6,5,1,1,511
10898,1cdc35183baf6457cb21e032a502414a,119,1,18.9,5,5,5,555
10900,1cddf32e75b16d683001b555f0d3914a,127,1,79.99,5,3,3,533
10921,1cec7c8d274ea8b2a9e49cf962e759d2,77,1,13.99,5,5,5,555
10927,1cf10cb5031fd32d69fa19e7a98168a3,83,1,64.99,5,4,4,544
10957,1d044059d25414bea1765816c0f673b7,125,1,77.98,5,3,3,533
10966,1d0da8bb4dd97014f97ee0e96df2be75,82,1,149.9,5,2,2,522
10967,1d0ded2f48df2b2bccec7f7cd8d2d17c,112,1,52.9,5,4,4,544
10968,1d0fe953ea5d13fc948d2f793c102483,75,2,113.98,5,2,2,522
10971,1d11acf6e954df528e6a0b28a454d646,64,1,110.32,5,2,2,522
10972,1d12f3eea210892c245c9be2bd17a93c,104,1,129.97,5,2,2,522
10973,1d1300e5823331f1065112a2a6aa5b19,130,2,23.98,5,5,5,555
10977,1d1675fc8bb113d2244bf8778d7074e5,118,1,698.9,5,1,1,511
10983,1d1ab35efaaa5ca38a3b34695e63bf03,78,1,15.99,5,5,5,555
10989,1d23076b85bfc61ed3777d9286c75d98,102,1,89.99,5,3,3,533
10996,1d26d38a56e51a4def7520f3e3ad62e2,74,1,79.99,5,3,3,533
10998,1d2830eca44109fe01eb92696f99baf9,64,1,119.9,5,2,2,522
11002,1d2a414889f397a2f5e4ab18dc408a58,74,1,149.9,5,2,2,522
11009,1d2e6eb8cf8eaae12272970e4cfc4c43,49,1,39.0,5,5,5,555
11019,1d31af8a0364470eba3d940faa9008b5,78,1,49.9,5,4,4,544
11022,1d331c1175b7c788fdf7b44b6dc26627,69,1,69.0,5,4,4,544
11026,1d350be5c2a21f6aed74c0f3ecea8f45,78,1,37.69,5,5,5,555
11034,1d39c005fb892105c6db1a25001d952e,64,1,159.0,5,2,2,522
11037,1d3bc71558bfe150123a7107517e2edb,67,1,45.0,5,4,4,544
11043,1d3e643209846ffadac771cc5dc1ed4b,76,1,75.0,5,3,3,533
11045,1d404a3fed19ccf4bb7fc225643848b6,96,1,89.0,5,3,3,533
11053,1d4411212e90d6a24fd2d09f74878b48,111,16,318.4,5,1,1,511
11067,1d4a4c17dbdec7af9f63bc4261f2537c,69,1,108.9,5,3,3,533
11069,1d4bf184a06178a13974e82fe96f26df,56,1,64.9,5,4,4,544
11078,1d50ef713093771ec10c3ba611db3afb,105,1,49.0,5,4,4,544
11086,1d545f92cde8ef9ee9db09f963d6e6b5,64,1,42.2,5,4,4,544
11090,1d590938091b67588c7e578dd4e10ca2,105,1,185.03,5,1,1,511
11092,1d5dae086b3f7fe285742c43193265a5,96,1,62.9,5,4,4,544
11093,1d5df2931e99249a390507fe1309db45,95,2,146.0,5,2,2,522
11099,1d61cc31551519c757aacc3c90629167,78,2,67.15,5,4,4,544
11101,1d631e96c1ff08ac485fa60f5e040d9b,97,1,12.25,5,5,5,555
11103,1d636a8416fe1f6f377e6a5aef5ea6da,74,1,27.9,5,5,5,555
11116,1d6d11fea42e7b1b454521e581e2adb7,47,2,68.0,5,4,4,544
11117,1d6db6bde1eb5d91ce0063247e6d6303,105,1,44.9,5,4,4,544
11119,1d6e9c33f7ee14a1f4e320fc43a2515a,99,3,398.70000000000005,5,1,1,511
11121,1d6ee1bfb4edda9ba229e554e410a0bb,84,1,52.9,5,4,4,544
11122,1d6f2e4efdab5db04ec1b691e00cd664,85,1,37.0,5,5,5,555
11124,1d6fc7fbfc088a98eb692725890ad2e7,113,1,68.99,5,4,4,544
11127,1d7155ac87fdd56fd53e56c89ae371c0,130,1,110.32,5,2,2,522
11130,1d734c634745b4b85d598e2f097c828a,128,1,49.7,5,4,4,544
11136,1d7851c5569233818d755ddfc96bb5eb,43,1,105.0,5,3,3,533
11137,1d7852b3b0ded01a3191e87722e07978,118,1,19.86,5,5,5,555
11152,1d81897f8575a3eaab41b9363a1e2e0a,130,1,59.99,5,4,4,544
11155,1d8301ecbc5e43043f66ed6b8bfc8009,77,1,20.0,5,5,5,555
11156,1d8474c2d38785d7b11cb262d17eeee1,117,2,55.0,5,4,4,544
11162,1d8b2185936f79f4905ce9b17a40ff05,105,1,79.9,5,3,3,533
11166,1d8f3c5d0759db03afe25fa508ba5f26,52,1,49.9,5,4,4,544
11167,1d90534421125d032db6ec6697cf51b7,61,1,45.0,5,4,4,544
11180,1d96907104845395d097a938ba735edf,62,1,49.0,5,4,4,544
11183,1d99106cca82c25870ca45588226c83d,105,1,207.25,5,1,1,511
11188,1d9d8fdfda9ee5c0fbbc6b93e2ceca65,56,1,25.0,5,5,5,555
11190,1d9de47f112e80956b5c6cb240318e4d,57,1,199.9,5,1,1,511
11194,1da1ddb93496c573aa47b5c21d5107f1,49,1,82.49,5,3,3,533
11196,1da2620e2c9b0badca933d988c22e79a,56,1,19.95,5,5,5,555
11204,1da77576f75de6e11b97a887bf8b353a,78,1,77.9,5,3,3,533
11211,1dabbf0fce6d1d0256d0c7e0d779663c,106,1,744.0,5,1,1,511
11217,1db165d1cb219c3198f33c8ad87312e8,99,1,18.79,5,5,5,555
11228,1db832261819c0a9f78efbc0dd77f2a3,77,1,31.99,5,5,5,555
11231,1db9b4524b0798a3ee902d3bcbe087fd,65,1,198.8,5,1,1,511
11236,1dbb8fce4549ead4076d9146e9da0fe8,130,1,29.9,5,5,5,555
11237,1dbb9f7a4861e11d0bd9c1a69c6c9c93,77,1,599.65,5,1,1,511
11238,1dbbb070b4dc233140c1747fc3d1dee8,77,1,50.2,5,4,4,544
11241,1dbe0bf136ea8849ed9648546ebc2e63,67,1,29.99,5,5,5,555
11244,1dbedd82802de22ae6aa890ed7c09669,48,1,79.9,5,3,3,533
11247,1dbf8bbbc0b4a327e012452d038ce1c5,52,1,34.99,5,5,5,555
11248,1dc00a26f0c615d12cf874964e187c14,100,1,79.9,5,3,3,533
11250,1dc263ed63c9e97d12f3541f9c1e69dc,50,1,69.9,5,3,3,533
11251,1dc39ef0968a2aa4522c242710d45c81,49,1,38.25,5,5,5,555
11255,1dc9101f2d3193e393d256dcfb50b527,115,1,56.99,5,4,4,544
11258,1dca3344d31d5d2df7f2576b576b3567,119,1,130.0,5,2,2,522
11261,1dcaf101733dc31789ce23f25d3d2f51,93,1,19.99,5,5,5,555
11265,1dce06e9d27c9c17cce1a77ba6a3335c,95,1,79.99,5,3,3,533
11275,1dd47f0ace79cd4c8b2e0e3e428dc290,46,1,73.9,5,3,3,533
11284,1dda9292985a1cff6f564e142b6a430d,69,1,1295.0,5,1,1,511
11285,1ddca89b0527c91d2bd8524d3614f051,64,1,49.9,5,4,4,544
11286,1ddcc619647ca008fdc24f8302c8573f,78,1,21.7,5,5,5,555
11288,1de1fc1813e5760f0a431f334f559e9b,79,2,57.98,5,4,4,544
11292,1de30f750d52014cba4852ebfff5902b,126,1,28.9,5,5,5,555
11293,1de444c2c8dfd4df7003d1d4b446ef94,117,1,24.99,5,5,5,555
11297,1de5807441f95aea250436dfeded7acf,118,1,733.0,5,1,1,511
11299,1de5dc5b831942a9161baef126e93870,55,1,105.0,5,3,3,533
11301,1de6fba12e5abd0cc6bf19f9cb96a59c,77,1,184.9,5,1,1,511
11307,1ded2724f10a7e371f4ef9ddb927cebf,82,1,89.99,5,3,3,533
11314,1df222087ffead2c284860cfbd77353c,64,1,29.97,5,5,5,555
11318,1df603a36119050f00614b6f35a2461f,120,7,829.5,5,1,1,511
11319,1df66aed5e5ac2cd2301d813537945dd,71,3,329.96999999999997,5,1,1,511
11325,1dfc184018e7629962a4a1ddcda18be4,50,1,59.9,5,4,4,544
11338,1e02b284271ae29e4df0ed29851ed4fc,109,1,13.65,5,5,5,555
11339,1e0351073aabf183571573d2c809c4de,127,1,122.99,5,2,2,522
11340,1e03a2aa5714007700c8e727849cf123,67,1,66.99,5,4,4,544
11344,1e0672cd29c269baa883be37f80b14b8,123,1,4.9,5,5,5,555
11345,1e08f7d9d8d9ed7ddbfaa122a1a86b61,84,1,131.0,5,2,2,522
11346,1e097438e43714589170b9bf6b41052b,82,1,39.9,5,4,5,545
11348,1e0a2f52a05b3b800b29838afcced0e9,72,1,69.97,5,3,3,533
11350,1e0c217ef3faf0c5a171d075f1dd0b6f,75,2,86.0,5,3,3,533
11360,1e12cab34d9cf45bc63eeba696c4ee3c,84,1,43.0,5,4,4,544
11362,1e14254fb83d77252da5bc018f3bb076,98,1,199.99,5,1,1,511
11367,1e1cd2b9f6e858d7e193700a47302cad,96,1,149.0,5,2,2,522
11371,1e1eeb9b7a16eb780c2728c498d5ea2b,105,1,25.0,5,5,5,555
11374,1e205ee45018f8c68daf62359c9c0755,103,1,189.0,5,1,1,511
11377,1e223c28a57021767dda5694299786b6,102,4,736.0,5,1,1,511
11380,1e230d328938b07141e28583f50af1af,56,1,310.0,5,1,1,511
11385,1e2489ff630b27c2e1d61797902467d1,123,1,62.19,5,4,4,544
11390,1e268e4d4dd343a3d8bcb8bc78839569,88,1,14.9,5,5,5,555
11395,1e2805c0173170a09ce422b2dab60c30,50,1,49.9,5,4,4,544
11413,1e34da36bb68dd1d93a0f40afae7210a,48,1,150.0,5,2,2,522
11417,1e3726247083b718a85dbc9c611fbd4f,123,1,39.0,5,5,5,555
11418,1e3a55090ca74ba9eb7030a2d7994569,125,1,14.99,5,5,5,555
11420,1e3cc418d008eb445aeca1e65fe1a9a1,83,1,139.0,5,2,2,522
11448,1e487116feb9361b3221c3e93fde4d7f,105,1,248.0,5,1,1,511
11454,1e4d5a2d659196f90c553ddfca5a6a3d,104,1,42.2,5,4,4,544
11463,1e555bb209b083428207fe0e28c62252,124,1,129.0,5,2,2,522
11467,1e59e315349bf9f24c7837da34c658e8,125,1,586.0,5,1,1,511
11480,1e62ceb7892fa195f10e9189f1266eb7,70,2,191.98,5,1,1,511
11483,1e660f43dd676ad1838e7fbcf617947c,124,2,200.0,5,1,1,511
11490,1e68eb446a32f445dceaf306cdad90b4,121,1,69.99,5,3,3,533
11496,1e6e8604e5189a58669534b84d2bdcbb,118,1,14.9,5,5,5,555
11498,1e6ee77f5b9d165c26cd56dd39a83593,105,1,59.9,5,4,4,544
11503,1e73191ece95714fe9d6527505c55807,53,1,49.9,5,4,4,544
11504,1e731fba87f0c669e7909fb9a7ce408d,71,4,497.98,5,1,1,511
11506,1e7347c98af2c5dd3b24ef197d20e0ce,68,1,49.0,5,4,4,544
11507,1e73856ff88f7317350280a958fa25e2,130,1,76.9,5,3,3,533
11516,1e79e4f1a4653e041c3ce1ddb2ff239f,71,3,147.0,5,2,2,522
11521,1e7cd41ad33991231a3bf8a82c39fb00,62,1,39.9,5,4,5,545
11538,1e889a782d674324faeacb81ad066144,85,2,185.8,5,1,1,511
11545,1e8c548eef0854e00134eb5ca82d2670,125,1,108.9,5,3,3,533
11547,1e8e1c62473f56df55197028a8b67324,127,1,89.63,5,3,3,533
11550,1e8e8e0bd7a6523848511a4f8359f8b5,117,1,33.0,5,5,5,555
11552,1e90a99fbdd15bce1f9d56876bbe4969,118,1,149.9,5,2,2,522
11571,1e9cb4f102332a9b99dc7d29d51c1962,50,2,97.0,5,3,3,533
11578,1ea3ca77718813f33e7fab2e98c1e5c6,110,1,22.32,5,5,5,555
11590,1eab936b5abcae9664590e84026a890a,125,1,108.9,5,3,3,533
11594,1eac646a166c7c9f07a7ece6ff4f8905,64,1,8.7,5,5,5,555
11595,1ead7fec449a8822f1cc825c23e798a0,63,1,126.99,5,2,2,522
11596,1eae560bcc8d88e8b8828be3e1483625,99,1,199.99,5,1,1,511
11598,1eaf911d0367602f4f9087353b3af6fe,118,1,366.0,5,1,1,511
11599,1eb163392449193337cc2c26ef4271cd,62,2,504.79999999999995,5,1,1,511
11609,1eb99a314855cb67eeb7e425572eeff1,54,1,179.99,5,1,1,511
11610,1eb9da3b7693eaaba1fd3cfbd4d40b38,105,1,119.0,5,2,2,522
11633,1ece1ad22029bdc9810c4d93cba3e11d,110,1,91.55,5,3,3,533
11642,1ed2483b99a805594c26a689e5b153ba,106,1,119.85,5,2,2,522
11643,1ed276c1784fa46d7834f7d86c3ed78f,63,1,102.9,5,3,3,533
11650,1ed64053e3565c3405e4d8b033532194,105,1,122.99,5,2,2,522
11670,1ee66290ddf474726de77ca35bad9c3d,97,1,22.32,5,5,5,555
11671,1ee6f20f34afd82b191668114c8c26d8,95,1,259.9,5,1,1,511
11674,1eea1a72f29237e9df4cf1025d118b04,113,2,165.98,5,2,2,522
11676,1eea983564b20daaf35af83ca571e950,103,1,55.0,5,4,4,544
11678,1eebb4900528f6f5203228dfa29f90c2,71,1,90.0,5,3,3,533
11686,1eeffe21744883fbf61fbf138dbb8eee,102,1,249.9,5,1,1,511
11691,1ef2ac142610b528b3b67d6f21725fa0,74,2,348.0,5,1,1,511
11699,1efa2c518f4d9d5e7e98f4d20aff1f7c,105,1,47.9,5,4,4,544
11703,1efc3e831bd27060077fa4113a602c85,78,1,150.0,5,2,2,522
11712,1f02e9e9b0864235d4ff570a181d2c97,50,1,89.9,5,3,3,533
11722,1f0a0fbffbc7ced5304f208ee2e5b0cf,120,1,152.9,5,2,2,522
11724,1f0db9ca7038a575cfbe3aa28dd699c8,104,1,136.94,5,2,2,522
11725,1f0e5627ab7f200afcc77b408b918ad0,105,1,119.85,5,2,2,522
11726,1f0e878fe25b2df28171c16a769928f6,67,1,299.0,5,1,1,511
11730,1f12e0cb311968524fae60d08bc8c265,125,1,189.9,5,1,1,511
11736,1f1652f33b2d34da0455a2c70cd9a32f,81,1,19.9,5,5,5,555
11738,1f182ea0d83bd0a076cf57ef94768e48,69,1,78.0,5,3,3,533
11746,1f1be5326b8d55ed94640290e0edfbfd,88,1,24.9,5,5,5,555
11747,1f1bfeeb7e84fe26c5abc584925fd4a9,63,1,17.77,5,5,5,555
11769,1f2999ca603aa0bec2f93254cf5cdf21,130,1,32.0,5,5,5,555
11773,1f2b38551248a3c7774f35b71e016ebe,49,1,69.0,5,4,4,544
11776,1f2cfb50a08d37a4fabd78c80c5d1712,109,2,179.8,5,2,2,522
11780,1f30fd28820ba68532da8229badd7688,52,1,120.0,5,2,2,522
11798,1f3e5065ebd28abed905c82bd83b4594,61,1,69.7,5,3,3,533
11800,1f417f8c558d5377ea279c84eafbd6db,88,1,45.9,5,4,4,544
11802,1f4245dc6f80d6abb777130b11e18d05,98,2,210.8,5,1,1,511
11810,1f479b1d550f8519d3f950fffa557af9,53,1,28.5,5,5,5,555
11812,1f4a796fffd3658cd8c1880dd0e80aaf,64,1,549.9,5,1,1,511
11816,1f4cf3a0ed802a084f89a2cefb3fa8b0,67,1,95.0,5,3,3,533
11827,1f52ff2844a8fe02f1c3f21881920751,110,1,149.9,5,2,2,522
11828,1f543da240d9e98a776df1a9b93fb0cc,63,1,19.9,5,5,5,555
11853,1f6ba909178c5b0e523cabcadb617a4c,104,2,35.98,5,5,5,555
11854,1f6f75a138bb20fccae08300b42288ed,120,1,129.0,5,2,2,522
11860,1f72dd32d17ef87a76bb334c45094010,74,3,269.94,5,1,1,511
11866,1f7908129bdd1f9bdefdd4b8aa0b1aaa,74,1,149.0,5,2,2,522
11869,1f7a22279c8d2dcb4819098ba596d3f8,67,1,92.99,5,3,3,533
11872,1f7b6a50b303ed3ba8d54c2c87f2b683,67,1,12.67,5,5,5,555
11882,1f822c22c8cf0ad7766811f866810e46,104,1,27.9,5,5,5,555
11883,1f82b11f19cfd3f3226b30477ed95c40,85,1,38.9,5,5,5,555
11906,1f91ccab7c2b1d4049f5383d813e6fa7,70,1,24.9,5,5,5,555
11907,1f91e5b12976cbf0cc92a143dda96e0f,119,3,161.9,5,2,2,522
11912,1f9782734bacba3b67fae560dd17f903,124,1,49.9,5,4,4,544
11914,1f9da3850213ca78896a0c08e41a5f06,119,1,110.0,5,2,2,522
11918,1fa0d617aaf00999f4cbc66bd28a3e66,63,1,59.9,5,4,4,544
11927,1fa51f227dca1a772254a612a2f5e834,64,1,200.0,5,1,1,511
11928,1fa70ec76b78a75a9d0127b26d5095b6,69,1,488.0,5,1,1,511
11929,1fa8165134d1bc197e2bc4ebf659f35e,127,1,59.2,5,4,4,544
11931,1fa95848d4c53e7acff1f018e33fbe35,50,2,49.24,5,4,4,544
11936,1faec1b2c2a13fa81394d4ff3b112ad0,126,1,64.99,5,4,4,544
11938,1fb007447c1e0b6e1f0a7dfb5eef11a7,112,1,32.9,5,5,5,555
11939,1fb2b3173fbb54f9f1cd14e45513f194,76,1,110.32,5,2,2,522
11946,1fb576ee9524811fa8c09e5c9b6c39ce,48,1,66.55,5,4,4,544
11949,1fb677ba61c86efb05836475022c5d98,69,1,22.0,5,5,5,555
11956,1fb84b8070e874d735f1b851cd98bdc6,63,1,439.9,5,1,1,511
11969,1fc1c90ea86cf0ab56bfb6e442245e7a,64,1,42.9,5,4,4,544
11971,1fc29088df4d8add848a6b7304f7a9e0,129,2,37.89,5,5,5,555
11978,1fc6b9b7c6e90a06ae0df125df34e37c,130,1,79.99,5,3,3,533
11984,1fca8845165230ef8a52bc9908932971,126,1,29.98,5,5,5,555
11988,1fcba89e5e84c66022ab9c144cd9d461,117,1,124.9,5,2,2,522
11989,1fcce9fceb2f6c8a555ef9fd999086d6,50,1,29.9,5,5,5,555
11992,1fce339685dd69089aa782acc947f328,126,1,379.9,5,1,1,511
11994,1fcf84818399307346d0e48d203133b1,85,1,59.99,5,4,4,544
11998,1fd2b1510e209569272f307c731edcab,83,1,99.99,5,3,3,533
11999,1fd40e733da9e17e23bbfb5793a7f9cb,69,1,138.0,5,2,2,522
12004,1fd5ecc89ca499a340f0b1e1f4a1fd9b,110,1,45.0,5,4,4,544
12013,1fde5180f7129ed9d42921fb641b768c,113,1,14.9,5,5,5,555
12015,1fdf20988f9044a566f42761844996ec,70,1,250.0,5,1,1,511
12017,1fe1bfe0bb8c4a834f257a62cff044c8,48,1,65.0,5,4,4,544
12018,1fe28ea440ef6c1bc8c0628dd6de9cf2,70,1,47.0,5,4,4,544
12035,1ff059c79d3f1d0ee47547940795ed0c,61,1,58.86,5,4,4,544
12039,1ff6c31571ee9a69f0ebf6327da0920f,127,1,135.64,5,2,2,522
12042,1ff8095d765fc507ef43fc869e18e07b,79,3,474.0,5,1,1,511
12052,1ffc32ce1838eaa0b0d8df34cb96b2f4,124,1,35.0,5,5,5,555
12058,1fff9fa3ca7fc56d7d4fda9b23cd7d14,74,1,66.9,5,4,4,544
12061,2002cab8c52973624f1c84f918c30651,110,1,13.9,5,5,5,555
12065,2005627c4cb9a95f4babe067d2c37f8a,83,1,169.9,5,2,2,522
12067,20069d8437820f86e07c7036693aa9b7,123,1,299.9,5,1,1,511
12081,200dbc21662c7e23195ecdeaf7c8cce3,103,1,122.0,5,2,2,522
12082,200dd0eca06c80249f4f9960b940eeb3,57,1,26.9,5,5,5,555
12084,200edb1c132c2738f191a50202241f35,84,1,85.39,5,3,3,533
12089,2011663e9f984916c24b717a3ab6c802,56,1,14.99,5,5,5,555
12098,20157ee8db3d730ffe2ecf3db2cb7532,126,2,178.0,5,2,2,522
12102,201a4e49186cd822d3584d9553b76f91,117,1,29.0,5,5,5,555
12109,201c90f4f548f6ac85f821578528b42d,68,2,117.0,5,2,2,522
12110,201cd19b6a0ea97a649c6e1bc3d29de4,95,1,29.7,5,5,5,555
12115,201f52a9d850d5989432654fae9e1f85,71,1,29.9,5,5,5,555
12121,2020dcad1856121845d8701ba78ccb33,56,1,59.9,5,4,4,544
12122,20211f3cfcf1818d8e0bd151f7007309,82,2,139.98,5,2,2,522
12134,202751ac38938e0f517c43d3f0f83458,110,1,898.0,5,1,1,511
12138,2029c97567a35f65fd61b2b78eb092f4,53,1,157.0,5,2,2,522
12144,203023c74ac69573e302e77c48e5c19f,63,4,260.2,5,1,1,511
12148,20362112f844c8a9416e4bd44398ace2,67,1,135.0,5,2,2,522
12149,203628078a2e7779fae27d1dec973b44,84,1,270.0,5,1,1,511
12154,203a0a75ae7e8fca0962b1913ef3a91a,63,1,149.0,5,2,2,522
12157,203f961e80a1bf69c9590ad12ccdc58f,81,1,150.0,5,2,2,522
12158,204098bf08241831dae3b6f57f190db4,109,1,12.9,5,5,5,555
12160,20414f12194b46f9a417410d9377a39f,96,1,160.0,5,2,2,522
12173,204c5273cd3900765b544887ce970002,123,1,35.0,5,5,5,555
12178,204db45b1be689b09c9e5c3a705f0409,130,1,98.81,5,3,3,533
12179,204f2214df152493387db796c85ae8cd,130,1,25.73,5,5,5,555
12180,20526e6ac068f829f191a7dd0a773d07,75,1,99.0,5,3,3,533
12182,205367f4c11ae2dc7de31e0142eaeeda,63,1,210.0,5,1,1,511
12187,2055909723147d7d653939c0094cee34,67,1,12.99,5,5,5,555
12188,20559261cf336c518ff02088ed84ee32,115,1,184.0,5,1,1,511
12198,205f0ff8598ac037f52616b3edf13337,117,1,399.0,5,1,1,511
12199,205fcc6c48de256d3956dfba9fc6c0de,61,1,78.0,5,3,3,533
12201,2060471b33f791617630505a22d8defa,67,1,109.9,5,3,3,533
12202,20604bcc9703b6f0c4101a04e249ebd5,68,1,1095.65,5,1,1,511
12204,2060973f15beb0d3d9be56ab5b49d2b9,67,1,209.9,5,1,1,511
12205,20609d696686ef03d3fe91fdbbe99b71,116,1,27.9,5,5,5,555
12206,2060e318ca3331cd5a8b03eafa04f813,110,1,49.0,5,4,4,544
12212,2065794a97f31e096168ad17c3b2c695,123,6,239.39999999999998,5,1,1,511
12217,2069a41636b7238c9ebb007af92e652f,78,1,64.0,5,4,4,544
12230,20702a6b4a67c5d475a07691aa3e837c,102,1,249.9,5,1,1,511
12231,20704243c0427b370d6def78ecfca2da,105,1,798.0,5,1,1,511
12232,2071060ac01b6750222586cfc5e73111,112,1,125.0,5,2,2,522
12234,20739257747044d02d19276bacd71f66,83,1,15.9,5,5,5,555
12242,2078e01e3e9582c536bd73814594fe85,54,1,43.75,5,4,4,544
12255,207fc86853ab74bf287efdcc03032199,63,2,39.8,5,5,5,555
12262,2083b59aa027f1712e497b4197e3ebbf,85,1,89.9,5,3,3,533
12264,2084c4ddba426d6a80f9d9649146f310,124,1,64.99,5,4,4,544
12267,208782af33053aa8a60fc82ace534497,110,1,89.9,5,3,3,533
12269,20880149166c1e70a7e235e486e3ff00,110,1,41.99,5,4,4,544
12274,208a7903419114bd010ef2f516d19b4d,78,1,69.9,5,3,3,533
12284,20916c349490dd9d498717b5f8c9b14c,54,1,111.0,5,2,2,522
12285,2091ac2e252cc73275e670e4e8bf30bc,88,2,227.78,5,1,1,511
12286,209255336081da592d5a018b79e24b4f,63,1,32.0,5,5,5,555
12287,2093d27c791c109d890d8ee08bfeb997,70,1,29.49,5,5,5,555
12288,20942b63de1fcbbd69ec927c5fca6569,71,1,69.9,5,3,3,533
12291,20956707b97a897f9bde96e8614a5922,88,1,115.89,5,2,2,522
12294,2096d566a987d9073e4944ec8dd7f2b3,64,1,84.3,5,3,3,533
12295,2098460678d4ec096748c21bea80fd87,99,1,449.9,5,1,1,511
12298,209aa0c72b1d9f4c58d1236435ba739d,49,1,46.9,5,4,4,544
12300,209b7e0dd7774132fa4dcedca65fcda0,126,2,299.8,5,1,1,511
12303,209cd46e6fbad8005f5a20c86a4db93c,54,1,15.9,5,5,5,555
12316,20a73b83014dca8ee7bfe6fc4a4692b0,118,1,169.0,5,2,2,522
12318,20a8ebae8e5faecb3b19e232aa3937fa,62,1,169.72,5,2,2,522
12320,20a92c393edb6c08801eef97295257f7,69,1,682.98,5,1,1,511
12321,20aa562a8eb327bf99b5c3d425712beb,103,1,10.0,5,5,5,555
12324,20b21763accd4a567f5d11bf8e89d322,118,1,289.9,5,1,1,511
12331,20b7cb7693554c07cc5cb8388f68d74c,83,1,35.0,5,5,5,555
12332,20b890debdcf10ed1c03a956015ef208,75,1,69.9,5,3,3,533
12336,20bac6eec28d792b07e92ddc8fa53b90,61,1,64.9,5,4,4,544
12338,20beaf3319dcb7deec6ab4db1e559e8d,95,1,27.9,5,5,5,555
12351,20c5718e5f50e1e3800046039376e216,56,1,18.0,5,5,5,555
12359,20c821b095f48bc4d9c684592ec44357,124,1,25.9,5,5,5,555
12367,20cea3d895864b48be0cf73a9286c9e3,105,1,34.9,5,5,5,555
12371,20d2a92bbd6fd5f58eabbf0a645639d5,68,1,13.5,5,5,5,555
12387,20e25c40b1cdd5ac516a4c74309b327a,68,1,165.0,5,2,2,522
12388,20e464a07327b8acb79e2603ba845569,75,1,478.0,5,1,1,511
12394,20e8ca1ff35372c5343e86cb0b3bc94c,116,1,9.9,5,5,5,555
12407,20eda7fbcb57c4fc74b34177112e0ba3,127,1,34.99,5,5,5,555
12418,20f5a1cf347e797ab4f304906b1557b3,85,2,417.0,5,1,1,511
12419,20f6412d54cfb920a23581910fc6aa09,98,1,114.9,5,2,2,522
12420,20f702c2259af2ba44a9bde3ecaaeb27,56,1,119.9,5,2,2,522
12425,20f7de2fa3510b859b29df643f4fb0e4,118,1,62.0,5,4,4,544
12430,20fb94e0cc0f98c6bedc0e73bea1b98c,125,2,336.98,5,1,1,511
12431,20fba61eb3577801b7b778402b1e9db6,53,1,22.9,5,5,5,555
12436,20fed89d4e154ab11be0d7dc8550a980,119,1,45.0,5,4,4,544
12437,21002c15c8aa325861340153df24ef5f,97,1,210.0,5,1,1,511
12438,2100ae0e9921b8198d8b773d9e13494f,83,2,102.53,5,3,3,533
12441,2102760f9941764d52d99011d33811c9,119,2,39.8,5,5,5,555
12444,21035b3a6ea9a9e6f6c9150f1091732e,112,1,175.0,5,2,2,522
12449,2106ac68f2d649d3deca73e5c613881e,125,2,124.9,5,2,2,522
12451,21078c8fac1a0e33a4ff86590d39e060,120,1,149.9,5,2,2,522
12458,210b531c6ac741591472a7d84c7c8504,82,1,70.0,5,3,3,533
12459,210b65c1eb5a1df0da71126a258cfdc3,97,1,49.9,5,4,4,544
12466,21128c7bab1ce9de02ecd04bee493880,81,1,149.99,5,2,2,522
12480,211c5e59e4228e0ea780f1ab02f3029b,57,1,219.9,5,1,1,511
12482,211e24a3bea5fbbaa50ae668bb65fa76,54,1,119.9,5,2,2,522
12483,211edf902a95b6f72c38ea7d669911d9,54,2,196.5,5,1,1,511
12484,21208dd265c658ec303db39b5c49abf3,83,1,110.32,5,2,2,522
12487,21239b911af74450df7b0ce5b78b39d9,68,2,756.0,5,1,1,511
12495,2128bfdcc221a8085d953289385d3015,123,1,30.1,5,5,5,555
12496,2128ddf650e5c73783c60d3478810402,119,1,28.9,5,5,5,555
12497,212910421824dc61368dd3c1b82c0fce,127,1,71.99,5,3,3,533
12498,21294aadb43a37affd883654606c610c,105,1,35.0,5,5,5,555
12508,212cbfc19e38169d798c140e12b0cf02,99,1,43.0,5,4,4,544
12516,213089066b2d574340d8bfa235e96e87,56,1,54.9,5,4,4,544
